全局序号,分类,分类内序号,等级,POI_ID,名称,子类,地址,经度,纬度,评分,价格/费用/余量,开放/服务时间,建议游览分钟,电话,标签,简介/用途,图片URL,动态字段,数据用途,选择分,备注
270,停车场,,L3,887,方塔园地下停车场,公共停车场,翁府前7号方塔园,120.746299,31.64583,,总车位176，当前空位94,24小时营业,,,公共停车场、地下停车场、方塔,方塔园地下停车场用于自驾停车、景区接驳或周边停车余位展示。,,total_slots=176; free_slots=94; updated_at=2026-07-08 14:22:10,路线规划/应急服务主节点,78.624,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
271,停车场,,L2,908,方塔东街5号楼地下停车场,公共停车场,方塔步行街与海虞南路交叉口西80米,120.75656,31.644059,,总车位215，当前空位167,24小时营业,,,公共停车场、地下停车场、方塔,方塔东街5号楼地下停车场用于自驾停车、景区接驳或周边停车余位展示。,,total_slots=215; free_slots=167; updated_at=2026-07-08 14:22:10,搜索/候选展示/后续补全,78.6,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
272,停车场,,L2,1015,交家电颜港店停车场,公共停车场,方塔东街125-127号交家电(颜港店),120.750458,31.643493,,总车位76，当前空位21,24小时营业,,,公共停车场、地面停车场、方塔,交家电颜港店停车场用于自驾停车、景区接驳或周边停车余位展示。,,total_slots=76; free_slots=21; updated_at=2026-07-08 14:22:10,搜索/候选展示/后续补全,78.592,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
273,停车场,,L2,936,塔弄停车场,生活服务场所,河东街与方塔街交叉口西北60米,120.74662,31.644535,,总车位89，当前空位10,24小时营业,,,生活服务场所、地下停车场、方塔,塔弄停车场用于自驾停车、景区接驳或周边停车余位展示。,,total_slots=89; free_slots=10; updated_at=2026-07-08 14:22:10,搜索/候选展示/后续补全,78.587,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
274,停车场,,L2,871,虞景文华广场地下停车场,公共停车场,虞山镇中欣街星美国际影城,120.741496,31.64902,,总车位139，当前空位57,24小时营业,,,公共停车场、地下停车场、虞山,虞景文华广场地下停车场用于自驾停车、景区接驳或周边停车余位展示。,,total_slots=139; free_slots=57; updated_at=2026-07-08 14:22:10,搜索/候选展示/后续补全,78.585,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
275,停车场,,L2,874,八佰伴地下停车场,公共停车场,方塔东街5号八佰伴地下停车场,120.756145,31.643197,,总车位182，当前空位125,24小时营业,,,公共停车场、地下停车场、方塔,八佰伴地下停车场用于自驾停车、景区接驳或周边停车余位展示。,,total_slots=182; free_slots=125; updated_at=2026-07-08 14:22:10,搜索/候选展示/后续补全,78.572,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
276,停车场,,L2,902,虞山饭店停车场(北门大街),公共停车场,北门大街8号,120.741284,31.647365,,总车位119，当前空位42,24小时营业,,,公共停车场、地下停车场、虞山,虞山饭店停车场(北门大街)用于自驾停车、景区接驳或周边停车余位展示。,,total_slots=119; free_slots=42; updated_at=2026-07-08 14:22:10,搜索/候选展示/后续补全,78.546,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
277,停车场,,L2,940,大润发常熟店停车场,公共停车场,虞山镇琴湖路168号大润发F4,120.764954,31.643238,,总车位141，当前空位20,24小时营业,,,公共停车场、地面停车场、虞山,大润发常熟店停车场用于自驾停车、景区接驳或周边停车余位展示。,,total_slots=141; free_slots=20; updated_at=2026-07-08 14:22:10,搜索/候选展示/后续补全,78.422,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
278,停车场,,L2,879,大润发常熟店地下停车场,公共停车场,虞山镇琴湖路168号大润发常熟店地下停车场,120.766297,31.643501,,总车位69，当前空位18,24小时营业,,,公共停车场、地下停车场、虞山,大润发常熟店地下停车场用于自驾停车、景区接驳或周边停车余位展示。,,total_slots=69; free_slots=18; updated_at=2026-07-08 14:22:10,搜索/候选展示/后续补全,78.397,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
279,停车场,,L2,894,森林大酒店停车场,公共停车场,虞山北路与珠江路交叉口西60米,120.735408,31.662128,,总车位163，当前空位75,24小时营业,,,公共停车场、地面停车场、虞山,森林大酒店停车场用于自驾停车、景区接驳或周边停车余位展示。,,total_slots=163; free_slots=75; updated_at=2026-07-08 14:22:10,搜索/候选展示/后续补全,78.342,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
280,停车场,,L2,862,天虹购物中心停车场,公共停车场,虞山镇海虞北路33号天虹购物中心地下停车场,120.753716,31.67126,,总车位194，当前空位54,24小时营业,,,公共停车场、地面停车场、虞山,天虹购物中心停车场用于自驾停车、景区接驳或周边停车余位展示。,,total_slots=194; free_slots=54; updated_at=2026-07-08 14:22:10,搜索/候选展示/后续补全,78.32,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
281,停车场,,L2,984,虞山南路壹号停车场,公共停车场,虞山南路1号小区,120.733645,31.645945,,总车位235，当前空位85,24小时营业,,,公共停车场、地面停车场、虞山,虞山南路壹号停车场用于自驾停车、景区接驳或周边停车余位展示。,,total_slots=235; free_slots=85; updated_at=2026-07-08 14:22:10,搜索/候选展示/后续补全,78.299,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
282,停车场,,L2,839,常熟市第一人民医院书院街院区停车场,公共停车场,书院街1号(常熟市第一人民医院),120.739909,31.638943,,总车位208，当前空位51,24小时营业,,,公共停车场、地面停车场、第一人民医院,常熟市第一人民医院书院街院区停车场用于自驾停车、景区接驳或周边停车余位展示。,,total_slots=208; free_slots=51; updated_at=2026-07-08 14:22:10,搜索/候选展示/后续补全,78.283,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
283,停车场,,L2,866,常熟市政务服务中心停车场,公共停车场,凯文路与香山北路交叉口西160米,120.782628,31.652249,,总车位80，当前空位53,24小时营业,,,公共停车场、地面停车场、政务服务中心,常熟市政务服务中心停车场用于自驾停车、景区接驳或周边停车余位展示。,,total_slots=80; free_slots=53; updated_at=2026-07-08 14:22:10,搜索/候选展示/后续补全,78.007,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
284,停车场,,L2,1024,阅山轩假日休闲酒店停车场,公共停车场,虞山林场鹤顶上88号阅山轩假日休闲酒店,120.721518,31.668154,,总车位54，当前空位25,24小时营业,,,公共停车场、地面停车场、虞山,阅山轩假日休闲酒店停车场用于自驾停车、景区接驳或周边停车余位展示。,,total_slots=54; free_slots=25; updated_at=2026-07-08 14:22:10,搜索/候选展示/后续补全,77.826,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
285,停车场,,L2,849,常青女装城常熟地下停车场,公共停车场,虞山街道环城南路26号地下停车场,120.740761,31.623926,,总车位50，当前空位17,24小时营业,,,公共停车场、地下停车场、虞山,常青女装城常熟地下停车场用于自驾停车、景区接驳或周边停车余位展示。,,total_slots=50; free_slots=17; updated_at=2026-07-08 14:22:10,搜索/候选展示/后续补全,77.772,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
286,停车场,,L2,972,琴川·嘉安邻里中心停车场,公共停车场,虞山镇勤丰路288号,120.776894,31.680381,,总车位236，当前空位169,24小时营业,,,公共停车场、地下停车场、虞山,琴川·嘉安邻里中心停车场用于自驾停车、景区接驳或周边停车余位展示。,,total_slots=236; free_slots=169; updated_at=2026-07-08 14:22:10,搜索/候选展示/后续补全,77.691,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
287,停车场,,L2,838,万达广场常熟虞山店地下停车场,公共停车场,珠海路8号万达广场B1,120.733436,31.683492,,总车位180，当前空位71,24小时营业,,,公共停车场、地下停车场、虞山,万达广场常熟虞山店地下停车场用于自驾停车、景区接驳或周边停车余位展示。,,total_slots=180; free_slots=71; updated_at=2026-07-08 14:22:10,搜索/候选展示/后续补全,77.68,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
288,停车场,,L2,992,三峰停车场,公共停车场,虞山北路与北三环路交叉口南100米,120.71179,31.681568,,总车位100，当前空位55,24小时营业,,,公共停车场、地面停车场、虞山,三峰停车场用于自驾停车、景区接驳或周边停车余位展示。,,total_slots=100; free_slots=55; updated_at=2026-07-08 14:22:10,搜索/候选展示/后续补全,77.267,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
289,停车场,,L2,818,常熟站南广场地下停车场,公共停车场,琴川大道100号常熟站,120.78157,31.695577,,总车位170，当前空位73,24小时营业,,,公共停车场、地下停车场、常熟站,常熟站南广场地下停车场用于自驾停车、景区接驳或周边停车余位展示。,,total_slots=170; free_slots=73; updated_at=2026-07-08 14:22:10,搜索/候选展示/后续补全,77.114,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
290,停车场,,L2,853,宝岩生态观光园东门停车场,公共停车场,虞山南路附近,120.694908,31.663946,,总车位153，当前空位90,24小时营业,,,公共停车场、地面停车场、虞山,宝岩生态观光园东门停车场用于自驾停车、景区接驳或周边停车余位展示。,,total_slots=153; free_slots=90; updated_at=2026-07-08 14:22:10,搜索/候选展示/后续补全,77.045,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
291,停车场,,L2,855,永旺梦乐城地下停车场,公共停车场,高新技术开发区东南大道168号永旺梦乐城,120.780087,31.601038,,总车位113，当前空位23,24小时营业,,,公共停车场、地下停车场、梦乐城,永旺梦乐城地下停车场用于自驾停车、景区接驳或周边停车余位展示。,,total_slots=113; free_slots=23; updated_at=2026-07-08 14:22:10,搜索/候选展示/后续补全,76.755,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
292,停车场,,L2,843,尚湖飞熊乐园3号停车场,公共停车场,太公路,120.685702,31.636134,,总车位220，当前空位99,24小时营业,,,公共停车场、地面停车场、尚湖,尚湖飞熊乐园3号停车场用于自驾停车、景区接驳或周边停车余位展示。,,total_slots=220; free_slots=99; updated_at=2026-07-08 14:22:10,搜索/候选展示/后续补全,76.676,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
